activity_id,customer_id,lead_id,activity_date,activity_type,channel,owner,outcome,duration_minutes
ACT-01157,,LEAD-0580,2025-07-02,Call,Email,Huy Vo,Completed,30
ACT-01158,CUST-0078,,2025-03-20,Meeting,Chat,Linh Vu,Completed,10
ACT-01159,CUST-0097,,2025-07-24,Meeting,Chat,An Nguyen,Completed,10
ACT-01160,,LEAD-0298,2024-05-07,Demo,Phone,Khanh Do,Completed,45
ACT-01161,CUST-0293,,2024-03-12,Email,Chat,Huy Vo,Follow-up Needed,15
ACT-01162,,LEAD-0548,2025-06-29,Demo,Phone,Binh Tran,Follow-up Needed,20
ACT-01163,CUST-0021,,2024-02-27,Support Follow-up,Zoom,An Nguyen,Completed,10
ACT-01164,CUST-0305,,2025-12-21,Support Follow-up,Email,Linh Vu,Interested,20
ACT-01165,CUST-0238,,2024-02-20,Support Follow-up,Email,An Nguyen,Follow-up Needed,10
ACT-01166,CUST-0053,,2026-01-18,Email,Zoom,An Nguyen,Completed,20
ACT-01167,,LEAD-0037,2025-05-20,Meeting,Email,An Nguyen,Completed,60
ACT-01168,CUST-0077,,2024-07-04,Email,Email,Dung Pham,Completed,10
ACT-01169,,LEAD-0650,2025-07-28,Call,In-person,Chi Le,Follow-up Needed,10
ACT-01170,,LEAD-0511,2025-10-16,Email,Phone,Chi Le,Follow-up Needed,10
ACT-01171,,LEAD-0434,2024-05-22,Meeting,Chat,Linh Vu,Completed,30
ACT-01172,,LEAD-0296,2024-01-26,Support Follow-up,Zoom,Linh Vu,Follow-up Needed,5
ACT-01173,,LEAD-0284,2024-11-08,Demo,Chat,Huy Vo,Follow-up Needed,60
ACT-01174,,LEAD-0508,2024-09-18,Call,In-person,Linh Vu,Follow-up Needed,20
ACT-01175,CUST-0130,,2025-01-16,Email,Zoom,Huy Vo,Interested,15
ACT-01176,CUST-0220,,2025-07-16,WhatsApp,In-person,Huy Vo,Rescheduled,10
ACT-01177,CUST-0138,,2025-06-02,Email,Zoom,Dung Pham,Interested,15
ACT-01178,CUST-0220,,2025-10-07,Email,In-person,Linh Vu,Completed,20
ACT-01179,,LEAD-0531,2024-11-16,Email,Email,An Nguyen,Follow-up Needed,20
ACT-01180,CUST-0269,,2025-04-27,Call,Chat,Giang Ho,Completed,60
ACT-01181,CUST-0313,,2025-07-28,Email,Zoom,Giang Ho,Completed,20
ACT-01182,,LEAD-0346,2025-07-02,Call,Zoom,An Nguyen,Follow-up Needed,20
ACT-01183,CUST-0031,,2025-01-04,Support Follow-up,Phone,Chi Le,No Response,20
ACT-01184,CUST-0005,,2024-02-22,Demo,Email,Giang Ho,Completed,45
ACT-01185,,LEAD-0581,2024-02-16,Support Follow-up,In-person,Linh Vu,Completed,20
ACT-01186,,LEAD-0605,2024-11-18,Meeting,Zoom,An Nguyen,Completed,10
ACT-01187,CUST-0071,,2024-12-09,WhatsApp,Zoom,Binh Tran,Completed,10
ACT-01188,CUST-0003,,2024-11-03,Meeting,Phone,Chi Le,Rescheduled,10
ACT-01189,CUST-0176,,2024-08-20,Call,Email,Linh Vu,Interested,60
ACT-01190,CUST-0120,,2024-08-17,Demo,Chat,Huy Vo,Completed,60
ACT-01191,,LEAD-0103,2024-04-24,Email,Email,Huy Vo,Interested,15
ACT-01192,,LEAD-0171,2025-02-14,Meeting,Email,Linh Vu,Follow-up Needed,15
ACT-01193,CUST-0195,,2024-07-06,Support Follow-up,Zoom,Binh Tran,Interested,15
ACT-01194,CUST-0271,,2024-07-16,WhatsApp,Zoom,Huy Vo,Completed,5
ACT-01195,CUST-0221,,2024-02-11,WhatsApp,Phone,Dung Pham,Completed,5
ACT-01196,CUST-0156,,2024-12-18,Meeting,Zoom,Dung Pham,Interested,60
ACT-01197,CUST-0214,,2024-05-18,Demo,Email,Binh Tran,Completed,15
ACT-01198,CUST-0129,,2025-01-29,Call,Email,Binh Tran,Interested,30
ACT-01199,CUST-0217,,2026-01-06,Support Follow-up,Email,Khanh Do,Completed,5
ACT-01200,CUST-0218,,2024-01-30,WhatsApp,Zoom,Binh Tran,No Response,20
ACT-01201,CUST-0008,,2025-08-26,WhatsApp,Phone,Khanh Do,Interested,5
ACT-01202,CUST-0221,,2024-09-03,Call,Email,Huy Vo,Rescheduled,30
ACT-01203,,LEAD-0061,2024-11-14,Meeting,Phone,Huy Vo,Interested,45
ACT-01204,CUST-0065,,2025-11-24,Support Follow-up,In-person,Linh Vu,Completed,5
ACT-01205,,LEAD-0221,2024-10-14,Email,Chat,An Nguyen,Completed,15
ACT-01206,,LEAD-0093,2025-11-04,Meeting,Email,An Nguyen,Completed,45
ACT-01207,,LEAD-0411,2024-10-31,Meeting,Phone,Chi Le,Interested,60
ACT-01208,CUST-0127,,2024-09-18,Email,In-person,Huy Vo,Follow-up Needed,20
ACT-01209,CUST-0095,,2025-09-12,WhatsApp,Phone,Binh Tran,Interested,15
ACT-01210,CUST-0147,,2025-10-05,Meeting,Email,Binh Tran,No Response,60
ACT-01211,CUST-0154,,2024-09-11,Demo,Chat,Huy Vo,Completed,10
ACT-01212,,LEAD-0161,2025-11-11,WhatsApp,In-person,Linh Vu,Completed,5
ACT-01213,CUST-0209,,2024-05-30,Support Follow-up,Chat,Binh Tran,Rescheduled,20
ACT-01214,CUST-0200,,2026-03-12,Meeting,Phone,Linh Vu,Completed,15
ACT-01215,CUST-0219,,2024-05-24,Support Follow-up,Chat,Binh Tran,Follow-up Needed,20
ACT-01216,CUST-0317,,2024-06-08,Email,Phone,Dung Pham,Completed,5
ACT-01217,,LEAD-0454,2024-08-11,Support Follow-up,In-person,Khanh Do,Follow-up Needed,5
ACT-01218,,LEAD-0368,2024-05-20,WhatsApp,Chat,Linh Vu,No Response,20
ACT-01219,CUST-0178,,2025-09-01,Support Follow-up,Chat,Binh Tran,Completed,10
ACT-01220,CUST-0141,,2024-11-21,Call,Phone,Chi Le,Completed,60
ACT-01221,CUST-0267,,2024-09-06,WhatsApp,In-person,An Nguyen,Follow-up Needed,15
ACT-01222,CUST-0029,,2024-06-23,WhatsApp,Zoom,Khanh Do,No Response,20
ACT-01223,CUST-0025,,2024-10-05,Call,Chat,Dung Pham,Completed,60
ACT-01224,CUST-0179,,2024-10-31,Support Follow-up,Phone,Chi Le,Completed,20
ACT-01225,CUST-0050,,2024-02-15,Call,Email,Chi Le,No Response,10
ACT-01226,CUST-0161,,2024-04-12,Email,Email,Giang Ho,Completed,5
ACT-01227,CUST-0082,,2024-06-01,Call,Phone,Dung Pham,No Response,45
ACT-01228,CUST-0121,,2024-06-26,Call,Chat,Dung Pham,Interested,10
ACT-01229,,LEAD-0397,2025-06-19,Call,In-person,Dung Pham,Completed,10
ACT-01230,CUST-0290,,2025-11-23,Support Follow-up,Phone,Linh Vu,Rescheduled,20
ACT-01231,CUST-0239,,2026-02-06,WhatsApp,Chat,Giang Ho,Interested,20
ACT-01232,CUST-0024,,2024-02-13,Call,Zoom,Chi Le,Completed,60
ACT-01233,,LEAD-0052,2025-04-30,Call,In-person,Binh Tran,No Response,20
ACT-01234,CUST-0015,,2026-03-24,Support Follow-up,Chat,Huy Vo,Completed,10
ACT-01235,CUST-0271,,2025-01-15,Call,Phone,Binh Tran,Interested,60
ACT-01236,CUST-0133,,2025-01-07,Demo,Chat,Linh Vu,Completed,30
ACT-01237,CUST-0200,,2024-04-27,WhatsApp,Email,Linh Vu,No Response,5
ACT-01238,CUST-0229,,2026-01-21,Support Follow-up,Phone,Khanh Do,Follow-up Needed,20
ACT-01239,CUST-0182,,2025-02-14,Call,Email,Khanh Do,Follow-up Needed,30
ACT-01240,,LEAD-0452,2025-07-10,Email,Phone,Huy Vo,Completed,10
ACT-01241,CUST-0101,,2025-07-11,WhatsApp,In-person,Giang Ho,Follow-up Needed,5
ACT-01242,CUST-0072,,2024-08-10,Support Follow-up,Zoom,Khanh Do,Rescheduled,15
ACT-01243,CUST-0201,,2025-01-25,Email,In-person,Khanh Do,Completed,10
ACT-01244,CUST-0057,,2024-03-14,Demo,In-person,Binh Tran,Interested,15
ACT-01245,CUST-0053,,2025-01-18,Email,Zoom,Dung Pham,Completed,20
ACT-01246,,LEAD-0432,2024-07-31,Demo,Zoom,Linh Vu,Completed,20
ACT-01247,CUST-0194,,2025-07-05,WhatsApp,In-person,Linh Vu,Rescheduled,10
ACT-01248,CUST-0287,,2026-03-09,Email,Phone,An Nguyen,Completed,10
ACT-01249,CUST-0309,,2025-10-18,Email,In-person,Dung Pham,Interested,5
ACT-01250,,LEAD-0591,2024-07-04,Support Follow-up,Email,Binh Tran,Interested,10
ACT-01251,CUST-0030,,2025-01-27,Meeting,Chat,Dung Pham,Completed,10
ACT-01252,,LEAD-0052,2025-01-21,Support Follow-up,Email,Binh Tran,Completed,20
ACT-01253,CUST-0263,,2024-06-09,Meeting,In-person,Binh Tran,No Response,10
ACT-01254,CUST-0059,,2025-04-02,Support Follow-up,Chat,Khanh Do,Interested,20
ACT-01255,CUST-0230,,2025-06-22,WhatsApp,Chat,Giang Ho,Follow-up Needed,20
ACT-01256,,LEAD-0596,2025-09-21,Demo,Chat,An Nguyen,Completed,15
ACT-01257,CUST-0064,,2024-04-23,Meeting,Chat,Khanh Do,Follow-up Needed,30
ACT-01258,CUST-0049,,2025-07-20,WhatsApp,Chat,Binh Tran,Rescheduled,5
ACT-01259,CUST-0253,,2024-08-04,Support Follow-up,Zoom,Khanh Do,Follow-up Needed,5
ACT-01260,,LEAD-0205,2024-04-06,Email,Chat,Linh Vu,Rescheduled,15
ACT-01261,,LEAD-0460,2024-07-01,Support Follow-up,In-person,Binh Tran,Completed,15
ACT-01262,CUST-0112,,2025-05-14,WhatsApp,Chat,Binh Tran,Completed,10
ACT-01263,CUST-0303,,2025-10-25,WhatsApp,Chat,An Nguyen,Completed,10
ACT-01264,CUST-0059,,2026-02-20,Email,Phone,Linh Vu,Completed,20
ACT-01265,CUST-0088,,2024-04-27,Demo,Email,Dung Pham,No Response,10
ACT-01266,,LEAD-0248,2024-03-19,Demo,Chat,Huy Vo,Completed,10
ACT-01267,,LEAD-0047,2024-11-13,Support Follow-up,Chat,An Nguyen,Completed,10
ACT-01268,CUST-0152,,2025-01-15,WhatsApp,Zoom,Dung Pham,Completed,20
ACT-01269,,LEAD-0241,2025-11-27,WhatsApp,Chat,Binh Tran,Completed,15
ACT-01270,,LEAD-0224,2025-09-10,Support Follow-up,Email,Chi Le,Follow-up Needed,15
ACT-01271,CUST-0140,,2024-03-12,WhatsApp,Email,Huy Vo,Interested,5
ACT-01272,CUST-0131,,2025-05-20,Demo,Email,Binh Tran,Follow-up Needed,15
ACT-01273,,LEAD-0416,2026-04-10,Call,Phone,Khanh Do,Completed,45
ACT-01274,CUST-0133,,2024-04-10,Email,Chat,Giang Ho,Completed,5
ACT-01275,CUST-0112,,2026-03-05,Call,Chat,Dung Pham,Completed,30
ACT-01276,CUST-0267,,2025-11-08,Support Follow-up,Zoom,An Nguyen,Interested,20
ACT-01277,CUST-0157,,2025-01-06,WhatsApp,Chat,Linh Vu,Completed,15
ACT-01278,,LEAD-0033,2025-07-29,Support Follow-up,Chat,Chi Le,Interested,20
ACT-01279,CUST-0097,,2024-12-02,Support Follow-up,Phone,Khanh Do,Completed,5
ACT-01280,CUST-0106,,2024-08-08,WhatsApp,In-person,Dung Pham,Rescheduled,20
ACT-01281,CUST-0070,,2024-05-03,Demo,Email,Giang Ho,Rescheduled,60
ACT-01282,,LEAD-0313,2024-05-15,Support Follow-up,Email,Chi Le,Follow-up Needed,15
ACT-01283,CUST-0316,,2025-06-21,Support Follow-up,Email,An Nguyen,Completed,10
ACT-01284,CUST-0121,,2025-03-20,Meeting,Zoom,An Nguyen,Completed,45
ACT-01285,CUST-0159,,2024-10-24,Meeting,Email,Giang Ho,Follow-up Needed,45
ACT-01286,,LEAD-0278,2024-06-08,Support Follow-up,Phone,Chi Le,Interested,10
ACT-01287,,LEAD-0377,2024-01-08,Support Follow-up,Chat,Giang Ho,No Response,15
ACT-01288,,LEAD-0094,2024-04-30,Support Follow-up,Chat,Khanh Do,Interested,15
ACT-01289,CUST-0141,,2024-01-09,WhatsApp,Chat,Giang Ho,Completed,20
ACT-01290,CUST-0318,,2025-07-06,WhatsApp,Phone,Dung Pham,No Response,15
ACT-01291,CUST-0069,,2024-11-03,Meeting,Phone,An Nguyen,No Response,15
ACT-01292,CUST-0039,,2025-11-14,Call,Phone,Dung Pham,Completed,20
ACT-01293,CUST-0093,,2026-02-06,WhatsApp,Chat,Chi Le,Completed,10
ACT-01294,CUST-0196,,2025-12-29,Demo,In-person,Khanh Do,Interested,15
ACT-01295,CUST-0120,,2024-08-25,WhatsApp,In-person,Binh Tran,Interested,5
ACT-01296,,LEAD-0641,2025-07-08,Email,Chat,An Nguyen,Follow-up Needed,10
ACT-01297,,LEAD-0313,2024-05-09,Meeting,Email,Giang Ho,Completed,30
ACT-01298,CUST-0263,,2026-02-01,Email,Zoom,Khanh Do,Completed,15
ACT-01299,CUST-0276,,2025-09-11,Email,Email,Giang Ho,Completed,15
ACT-01300,CUST-0270,,2025-01-25,Demo,Chat,Giang Ho,Follow-up Needed,45
ACT-01301,CUST-0186,,2026-04-11,Meeting,Email,Giang Ho,Completed,45
ACT-01302,CUST-0318,,2024-05-16,WhatsApp,Zoom,Huy Vo,Completed,15
ACT-01303,CUST-0012,,2025-08-14,Meeting,Email,Huy Vo,Interested,30
ACT-01304,,LEAD-0009,2024-09-11,WhatsApp,In-person,Khanh Do,Completed,10
ACT-01305,CUST-0050,,2025-04-26,Demo,Zoom,An Nguyen,Completed,10
ACT-01306,,LEAD-0536,2024-07-25,Call,Phone,Huy Vo,Completed,45
ACT-01307,CUST-0234,,2024-08-05,Meeting,Zoom,Khanh Do,Interested,45
ACT-01308,,LEAD-0441,2025-04-05,WhatsApp,Chat,Giang Ho,No Response,20
ACT-01309,,LEAD-0469,2025-12-18,Support Follow-up,Phone,Khanh Do,Interested,5
ACT-01310,,LEAD-0637,2025-03-26,Call,Phone,An Nguyen,Rescheduled,15
ACT-01311,,LEAD-0267,2026-03-26,Support Follow-up,In-person,Binh Tran,Completed,20
ACT-01312,,LEAD-0429,2025-03-18,Support Follow-up,Zoom,An Nguyen,Interested,5
ACT-01313,CUST-0259,,2025-03-08,Call,Phone,Khanh Do,No Response,20
ACT-01314,CUST-0093,,2024-07-28,Meeting,Email,Huy Vo,Interested,60
ACT-01315,,LEAD-0590,2025-06-13,Meeting,Phone,Giang Ho,Completed,10
ACT-01316,CUST-0210,,2025-02-22,Support Follow-up,Chat,Dung Pham,No Response,15
ACT-01317,CUST-0136,,2024-07-01,WhatsApp,In-person,Binh Tran,No Response,10
ACT-01318,,LEAD-0457,2024-05-07,Meeting,Phone,Chi Le,Completed,60
ACT-01319,,LEAD-0552,2024-11-27,Support Follow-up,In-person,Khanh Do,Follow-up Needed,20
ACT-01320,,LEAD-0309,2025-06-10,Call,In-person,Dung Pham,No Response,20
ACT-01321,CUST-0209,,2025-07-26,Call,In-person,Dung Pham,Completed,20
ACT-01322,CUST-0044,,2024-01-23,Call,Email,Linh Vu,No Response,30
ACT-01323,CUST-0044,,2026-04-05,WhatsApp,Email,An Nguyen,Follow-up Needed,15
ACT-01324,CUST-0251,,2025-04-15,Meeting,Chat,Khanh Do,Follow-up Needed,10
ACT-01325,,LEAD-0397,2024-12-01,Demo,Email,An Nguyen,Rescheduled,60
ACT-01326,CUST-0130,,2024-11-07,Support Follow-up,Zoom,Dung Pham,Interested,15
ACT-01327,CUST-0307,,2025-01-21,Support Follow-up,Email,Dung Pham,Completed,5
ACT-01328,CUST-0078,,2024-07-19,Email,Zoom,Linh Vu,Interested,5
ACT-01329,CUST-0025,,2025-04-04,Email,Phone,Linh Vu,Completed,15
ACT-01330,CUST-0220,,2024-06-26,Support Follow-up,In-person,Chi Le,Completed,20
ACT-01331,CUST-0161,,2025-12-14,Call,Chat,Linh Vu,Follow-up Needed,20
ACT-01332,,LEAD-0384,2025-09-19,Meeting,Zoom,Dung Pham,Rescheduled,45
ACT-01333,,LEAD-0142,2025-08-24,Meeting,Email,Linh Vu,Follow-up Needed,20
ACT-01334,,LEAD-0029,2026-02-10,Email,In-person,Khanh Do,No Response,20
ACT-01335,CUST-0136,,2024-06-02,Call,In-person,Khanh Do,No Response,10
ACT-01336,CUST-0228,,2024-12-25,Email,Zoom,Binh Tran,Completed,20
ACT-01337,,LEAD-0213,2024-03-01,WhatsApp,Chat,An Nguyen,Follow-up Needed,5
ACT-01338,CUST-0143,,2026-01-26,Call,In-person,Huy Vo,Completed,60
ACT-01339,CUST-0124,,2026-02-01,Meeting,Zoom,Huy Vo,Completed,20
ACT-01340,CUST-0217,,2025-01-09,Email,Zoom,Chi Le,Follow-up Needed,10
ACT-01341,,LEAD-0441,2024-02-02,Support Follow-up,Phone,An Nguyen,Completed,5
ACT-01342,,LEAD-0585,2026-01-24,Call,Phone,An Nguyen,Follow-up Needed,20
ACT-01343,CUST-0186,,2025-03-07,Call,Phone,Khanh Do,Follow-up Needed,10
ACT-01344,CUST-0053,,2025-11-30,Meeting,Chat,Dung Pham,Follow-up Needed,30
ACT-01345,,LEAD-0284,2025-02-15,Demo,Phone,Giang Ho,Follow-up Needed,30
ACT-01346,CUST-0048,,2025-06-06,Support Follow-up,In-person,Linh Vu,Interested,15
ACT-01347,,LEAD-0598,2025-02-25,Demo,In-person,Chi Le,Interested,10
ACT-01348,,LEAD-0137,2025-01-12,Demo,Zoom,Huy Vo,Completed,60
ACT-01349,CUST-0142,,2026-01-05,Email,Email,Dung Pham,Completed,10
ACT-01350,CUST-0096,,2025-05-23,Demo,Zoom,An Nguyen,Completed,30
ACT-01351,CUST-0320,,2025-07-01,Demo,Email,Chi Le,Completed,10
ACT-01352,CUST-0111,,2024-03-31,WhatsApp,In-person,Khanh Do,Completed,20
ACT-01353,CUST-0125,,2024-08-06,WhatsApp,Chat,Binh Tran,Completed,15
ACT-01354,CUST-0234,,2024-11-02,Meeting,Email,An Nguyen,Completed,45
ACT-01355,CUST-0053,,2024-01-18,Support Follow-up,Email,Dung Pham,Follow-up Needed,20
ACT-01356,CUST-0183,,2024-03-25,WhatsApp,In-person,Khanh Do,Completed,20
ACT-01357,CUST-0049,,2024-07-27,Call,Email,Huy Vo,Completed,60
ACT-01358,CUST-0073,,2024-12-29,WhatsApp,Zoom,Dung Pham,Completed,20
ACT-01359,,LEAD-0548,2026-04-14,Call,Zoom,Dung Pham,Rescheduled,45
ACT-01360,,LEAD-0374,2025-10-15,Email,Phone,Linh Vu,Interested,15
ACT-01361,CUST-0319,,2026-04-06,WhatsApp,Phone,Giang Ho,Interested,5
ACT-01362,,LEAD-0568,2025-01-19,Meeting,Zoom,Binh Tran,Completed,20
ACT-01363,,LEAD-0183,2024-08-08,WhatsApp,Email,Binh Tran,Interested,15
ACT-01364,CUST-0293,,2024-04-03,WhatsApp,Phone,An Nguyen,Rescheduled,5
ACT-01365,,LEAD-0395,2024-07-12,Meeting,Email,Chi Le,Completed,15
ACT-01366,CUST-0312,,2025-01-13,WhatsApp,In-person,Dung Pham,Rescheduled,5
ACT-01367,,LEAD-0105,2024-06-26,Call,Chat,Huy Vo,Completed,15
ACT-01368,CUST-0045,,2024-10-29,Support Follow-up,In-person,Binh Tran,Completed,5
ACT-01369,CUST-0183,,2025-01-06,Email,Phone,Binh Tran,Completed,5
ACT-01370,CUST-0158,,2024-10-30,Call,In-person,Linh Vu,No Response,60
ACT-01371,,LEAD-0049,2025-09-23,Support Follow-up,In-person,Huy Vo,Interested,15
ACT-01372,CUST-0161,,2024-11-23,Demo,In-person,Khanh Do,Completed,20
ACT-01373,CUST-0156,,2024-05-02,WhatsApp,Email,Binh Tran,Completed,15
ACT-01374,CUST-0029,,2025-03-02,Meeting,Phone,Binh Tran,Completed,10
ACT-01375,,LEAD-0392,2025-10-18,Demo,Chat,Binh Tran,Completed,60
ACT-01376,,LEAD-0136,2024-06-12,Support Follow-up,Zoom,Chi Le,Follow-up Needed,5
ACT-01377,CUST-0073,,2025-03-03,WhatsApp,Email,Chi Le,Interested,20
ACT-01378,CUST-0206,,2024-06-23,Support Follow-up,In-person,Khanh Do,Rescheduled,5
ACT-01379,CUST-0139,,2025-05-23,WhatsApp,Phone,An Nguyen,Completed,10
ACT-01380,CUST-0181,,2025-05-19,Email,Email,Linh Vu,Completed,10
ACT-01381,CUST-0016,,2024-02-17,Support Follow-up,In-person,Giang Ho,Interested,20
ACT-01382,,LEAD-0261,2026-04-04,Email,Chat,Linh Vu,Rescheduled,10
ACT-01383,CUST-0046,,2024-10-29,Meeting,Email,An Nguyen,Completed,45
ACT-01384,,LEAD-0024,2025-12-24,Email,Chat,Khanh Do,Completed,20
ACT-01385,CUST-0283,,2024-01-30,Email,Email,Giang Ho,Completed,15
ACT-01386,,LEAD-0489,2024-09-26,Demo,In-person,Huy Vo,Completed,45
ACT-01387,CUST-0043,,2025-10-11,WhatsApp,Chat,Huy Vo,No Response,15
ACT-01388,CUST-0049,,2025-02-02,Meeting,Zoom,Khanh Do,Follow-up Needed,15
ACT-01389,CUST-0252,,2025-06-27,WhatsApp,Chat,Linh Vu,Interested,20
ACT-01390,CUST-0315,,2025-09-30,Email,Phone,Dung Pham,Completed,5
ACT-01391,CUST-0066,,2024-05-21,WhatsApp,Phone,Binh Tran,Rescheduled,10
ACT-01392,CUST-0005,,2024-10-13,Demo,Chat,Giang Ho,Interested,30
ACT-01393,,LEAD-0082,2026-02-10,WhatsApp,Chat,An Nguyen,Completed,5
ACT-01394,CUST-0063,,2026-02-17,Support Follow-up,Zoom,Huy Vo,Interested,10
ACT-01395,,LEAD-0584,2024-10-23,Meeting,Phone,Binh Tran,Completed,45
ACT-01396,,LEAD-0371,2024-08-26,Meeting,In-person,Chi Le,Interested,45
ACT-01397,CUST-0048,,2026-01-23,Demo,In-person,Dung Pham,Interested,45
ACT-01398,CUST-0114,,2024-05-09,Support Follow-up,In-person,Linh Vu,Completed,15
ACT-01399,,LEAD-0530,2025-02-17,Support Follow-up,Chat,Khanh Do,Follow-up Needed,15
ACT-01400,CUST-0077,,2025-08-30,Email,Zoom,Chi Le,Follow-up Needed,10
ACT-01401,CUST-0085,,2026-01-04,WhatsApp,Phone,Binh Tran,No Response,10
ACT-01402,CUST-0108,,2024-02-12,Demo,Chat,Huy Vo,No Response,60
ACT-01403,CUST-0217,,2025-05-11,Demo,In-person,An Nguyen,Interested,30
ACT-01404,CUST-0283,,2024-08-12,Demo,Zoom,Giang Ho,Interested,45
ACT-01405,CUST-0076,,2024-03-22,Email,Zoom,Dung Pham,Completed,20
ACT-01406,CUST-0177,,2025-12-01,Support Follow-up,Zoom,Chi Le,Rescheduled,20
ACT-01407,CUST-0235,,2024-10-10,Call,Phone,Giang Ho,Rescheduled,30
ACT-01408,CUST-0081,,2025-03-14,Demo,Zoom,Binh Tran,Follow-up Needed,60
ACT-01409,CUST-0316,,2025-09-25,Demo,In-person,Giang Ho,Completed,20
ACT-01410,CUST-0183,,2026-03-17,Meeting,Phone,Huy Vo,Follow-up Needed,30
ACT-01411,CUST-0058,,2025-09-18,Demo,In-person,Khanh Do,Completed,60
ACT-01412,CUST-0026,,2025-08-02,Email,Zoom,Chi Le,Completed,5
ACT-01413,CUST-0099,,2024-02-08,Call,Zoom,Linh Vu,Interested,15
ACT-01414,CUST-0144,,2024-05-28,Email,Chat,Giang Ho,Follow-up Needed,10
ACT-01415,CUST-0308,,2024-06-20,Demo,In-person,Khanh Do,Interested,45
ACT-01416,CUST-0131,,2025-03-22,Support Follow-up,Phone,Binh Tran,Follow-up Needed,5
ACT-01417,CUST-0105,,2024-07-20,Meeting,Chat,An Nguyen,Completed,20
ACT-01418,,LEAD-0450,2026-02-04,Email,Zoom,Khanh Do,Completed,20
ACT-01419,CUST-0178,,2024-11-30,Meeting,Zoom,Khanh Do,Follow-up Needed,20
ACT-01420,CUST-0079,,2025-02-06,Call,Chat,Khanh Do,No Response,20
ACT-01421,,LEAD-0413,2025-10-10,Support Follow-up,Email,Linh Vu,Completed,15
ACT-01422,,LEAD-0405,2025-12-14,Meeting,Chat,Binh Tran,Completed,60
ACT-01423,CUST-0272,,2024-12-23,Demo,In-person,Chi Le,Follow-up Needed,20
ACT-01424,,LEAD-0175,2024-03-28,Meeting,Zoom,Dung Pham,Interested,10
ACT-01425,CUST-0233,,2024-12-14,Meeting,Chat,Chi Le,Completed,15
ACT-01426,CUST-0214,,2024-09-23,Email,Chat,Huy Vo,Completed,15
ACT-01427,CUST-0203,,2024-01-03,Demo,Chat,An Nguyen,Follow-up Needed,20
ACT-01428,CUST-0289,,2025-12-14,WhatsApp,Phone,Binh Tran,No Response,15
ACT-01429,CUST-0079,,2025-08-09,Support Follow-up,Zoom,Giang Ho,Completed,15
ACT-01430,CUST-0085,,2024-12-13,Email,Phone,Khanh Do,Follow-up Needed,10
ACT-01431,CUST-0126,,2025-06-13,Support Follow-up,Zoom,Linh Vu,Completed,20
ACT-01432,CUST-0195,,2026-03-09,Meeting,Chat,An Nguyen,No Response,20
ACT-01433,CUST-0314,,2024-09-26,Support Follow-up,Email,Giang Ho,Completed,20
ACT-01434,CUST-0253,,2024-04-14,Meeting,In-person,Chi Le,Rescheduled,60
ACT-01435,CUST-0299,,2024-09-29,WhatsApp,Phone,Linh Vu,Completed,10
ACT-01436,CUST-0058,,2024-12-20,Email,Zoom,Linh Vu,No Response,5
ACT-01437,CUST-0057,,2024-05-06,Meeting,Zoom,Linh Vu,No Response,15
ACT-01438,,LEAD-0630,2024-09-26,Email,Phone,Giang Ho,Interested,20
ACT-01439,CUST-0181,,2025-01-09,Demo,Chat,Huy Vo,Completed,10
ACT-01440,CUST-0139,,2025-10-25,Support Follow-up,In-person,Giang Ho,Completed,15
ACT-01441,,LEAD-0384,2025-04-23,Email,Chat,Huy Vo,Completed,10
ACT-01442,CUST-0191,,2024-12-23,WhatsApp,Phone,Huy Vo,No Response,15
ACT-01443,,LEAD-0371,2025-05-28,Call,In-person,Khanh Do,Completed,45
ACT-01444,,LEAD-0269,2025-10-05,Support Follow-up,Phone,Dung Pham,Completed,10
ACT-01445,CUST-0155,,2025-03-30,Call,Zoom,An Nguyen,No Response,20
ACT-01446,CUST-0304,,2025-03-31,Support Follow-up,Phone,Giang Ho,Interested,20
ACT-01447,CUST-0251,,2026-01-07,Support Follow-up,Email,Giang Ho,Completed,15
ACT-01448,,LEAD-0586,2024-12-14,Call,Chat,Dung Pham,No Response,20
ACT-01449,CUST-0207,,2024-02-07,Call,In-person,An Nguyen,Completed,30
ACT-01450,CUST-0040,,2025-04-16,Meeting,Chat,An Nguyen,Interested,10
ACT-01451,,LEAD-0449,2026-02-06,Call,In-person,Linh Vu,Interested,60
ACT-01452,CUST-0018,,2025-05-15,WhatsApp,In-person,Chi Le,Rescheduled,15
ACT-01453,CUST-0051,,2025-02-11,Support Follow-up,Email,Binh Tran,Follow-up Needed,15
ACT-01454,CUST-0122,,2025-11-11,WhatsApp,Chat,Khanh Do,No Response,10
ACT-01455,CUST-0102,,2026-03-20,Demo,In-person,Dung Pham,Completed,60
ACT-01456,,LEAD-0540,2025-08-31,Demo,Phone,Linh Vu,Completed,15
ACT-01457,CUST-0276,,2024-08-07,Meeting,Phone,Dung Pham,Completed,20
ACT-01458,,LEAD-0199,2025-09-18,Call,Phone,Giang Ho,Completed,45
ACT-01459,CUST-0159,,2024-06-17,Demo,Zoom,Dung Pham,No Response,60
ACT-01460,,LEAD-0322,2025-05-06,Support Follow-up,Chat,Khanh Do,No Response,5
ACT-01461,,LEAD-0275,2025-06-16,Call,Email,An Nguyen,Interested,30
ACT-01462,CUST-0117,,2026-04-03,Meeting,In-person,Huy Vo,Interested,15
